,content
1215,    超级快充在目前国内有三个核心技术：一个是高压模块，第二是电缆，因为一般模块做得很大，电缆大的话，线就会很烫，还有就是枪头。我们在线缆和枪头这个领域和国内企业一起研发，我们希望在2017年中和合作伙伴一起推出这样的产品。
1216,    把车联网和桩联网打通
1217,    记者：您去年说过，中国目前还没有成熟的充电运营模式，今年您看来会不会出现？
1218,    邵丹薇：2017年一定会，而且还引领全球，这个模式当中有三个变化，第一是资产和运营分离，这在全球是率先的。就像太原一样，就是资产和运营分离的模式，这个会极大地把资源整合起来，就和基础建设是一样的。
1219,    第二个就是超级快充站的兴起，就是5分钟走一辆，这样消费者就没有必要增加投资和成本，这也一定是未来的方向。
1220,    第三个重要的就是国家的产业规划越来越明晰，所以新兴商业模式，包括把充电桩作为车联网、桩联网，智慧电网和城市服务的重要的互联网的入口，以前老说是入口，但是车的信息是不通的，只有有限的数据，今年互联互通就会有联系，我们已经和国家电网的平台签约，已经互联互通的，这在全球是唯一的，全球没有一个国家，把车联网和桩联网打通，只有在中国，一旦把这些东西做好以后，充电桩下一个能源入口就会成型，这就会导致2017年很多的桩企将实现盈利。
1221,    南方日报记者 朱钦
1222,    新年伊始，豪车市场便启动了第一轮攻势。日前，宝马中国宣布新BMW M760Li xDrive正式上市，掀开了宝马今年14款新车密集投放的序幕，也拉响了宝马争夺今年在中国市场更多份额的序幕。然而，就在同一天，奥迪与一汽集团正式签署面向未来的10w年计划，双方就21项核心战略领域的深化合作达成共识，为奥迪品牌在中国市场的持续发展奠定基础。
1223,    市场人士指出，新年伊始国内市场份额最大两家豪华车品牌便动作频频，在整体市场增速下滑的预期下，今年豪华车市场的竞争将会越发胶着。
1224,    宝马完善D级车市场布局
1225,    作为宝马在旗舰车型上的最新布局，新BMW M760Li xDrive首次将V12涡轮增压发动机与xDrive智能全轮驱动系统结合，由BMW M特别强化和调校的6.6升V12双涡轮增压发动机，拥有448千瓦（610马力）最大功率和800牛米峰值扭矩，在8速Steptronic运动型手自一体变速箱和xDrive智能全轮驱动系统的协助下，百公里加速可以达到3.7秒的百公里加速。
1226,    随着新BMW M760Li xDrive的上市，新BMW 7系已经完成了在大型豪华轿车细分市场的整体战略布局，提供包括iPerformance电动性能和M Performance运动性能在内的11款车型。
1227,    数据显示，2016年宝马集团在中国的全年销量首次突破50万辆，增长11.3%，其中新BMW 7系同比增长32.6%。
1228,    在此之前，宝马便明确了要将进一步推动全球战略在中国落地，在品牌、产品、数字化和本土化等方面继续发力，将宝马独特的客户品牌体验尤其是创新的数字化服务体验提升至行业最高水平。
1229,    奥迪与一汽强化未来10年合作
1230,    就在宝马掀起新一轮的新车攻势之时，在国内豪华车市场长期占据榜首位置的奥迪，并没有闲着，也开始布局2017车市。
1231,    据悉，奥迪公司与中国一汽正式签署面向未来的10年计划，双方就21项核心战略领域的深化合作达成共识，为奥迪品牌在中国市场的持续发展奠定基础。
1232,    根据该计划，一汽-大众奥迪将大幅拓展国产车型阵容，并大力开拓新能源细分市场；双方还将共同成立移动出行和数字化服务公司，在这一蓬勃发展的新兴业务领域提供高端服务；此外，奥迪与中国一汽还将加强在金融服务领域的合作，以满足中国消费者日益增长的需求。
1233,    事实上，奥迪与一汽签署该“十年计划”，意味着困扰奥迪去年四季度市场的渠道之争，已经告一段落。奥迪暂时摆脱了内部纷争的局面，以更为积极的姿态应对激烈的竞争。
1234,    据大众汽车集团（中国）总裁兼CEO海兹曼透露，上汽奥迪及相关项目最早也要到2018年才能开始运行。
1235,    可以预见，面对着宝马密集的新车轰炸，以及奔驰的穷追不舍，奥迪开始强势回归。2017年豪车市场竞争只会更为激烈。
1236,    南方日报记者 郭小戈
1237,　　国家电网公司1月19日召开电网发展新闻发布会，公布了电力市场化交易等深化电力体制改革成果，并表示将继续支持电动汽车、新能源发展。对于未来的投资计划，国家电网表示，2017年将建设2.9万个充电桩，到2020年建成12万个充电桩；同时，国家电网表示将进一步深化电力体制改革，支持服务新能源发展。
1238,　　支持电动汽车产业
1239,　　国家电网1月19日表示，2016年，国家电网公司建成充电桩2.2万个，累计建成充电桩超过4万个，全年完成充换电服务1232万车次，充换电量2.2亿千瓦时。
1240,　　对于未来的投资建设计划，国家电网表示，2017年将建设2.9万个充电桩；到2020年，建成12万个。
1241,　　目前，国家电网已建成“六纵六横两环”高速公路快充网络，覆盖1.4万公里、13个省、95个城市。高速公路快充站平均间距不超过50公里，每站配备4台直流充电桩，单台最大功率120千瓦，凡符合国标的电动汽车均可充电。
1242,　　据介绍，为深化“互联网+”充换电服务应用，国家电网采用包括大数据、云计算、物联网、移动互联网等一系列新技术，建成电动汽车车联网平台，为电动汽车客户的充电运营商提供信息服务，促进社会资源共享。
1243,　　不过，国家电网表示，目前充电桩业务尚未实现盈利，这也构成了社会资本投资该产业的主要阻力。国家电网强调，将全力支持社会资本投资充电桩。在国家电网建成的电动车车联网平台上，目前接入充电桩超过10万个。其中，社会运营商达6.3万个，国家电网公司自建4.4万个。
1244,　　国家电网表示，将继续推进电网协调发展。截至目前，国家电网累计投产“六交五直”工程，在建“三交六直”工程，在建在运线路长度、变电（换流）容量分别超过3万公里、3亿千伏安（千瓦）。新一轮农网改造升级投资1718亿元。
1245,　　根据国家发改委《关于“十三五”期间实施新一轮农村电网改造升级工程意见的通知》，到2020年农村地区基本实现稳定可靠的供电服务全覆盖，供电能力和服务水平明显提升，农村电网供电可靠率达到99.8%，综合电压合格率达到97.9%。为达到这一目标，国家电网已经开始实施了新一轮农网改造升级工程，总投资5222亿元，各地供电部门也加快了农网改造的步伐。
1246,　　深化电力体制改革
1247,　　国家电网近日召开2017年工作会议，发布《国家电网关于全面深化改革的意见》，提出深化公司所属企业分类改革，推进增量配电业务有序放开，探索以混合所有制发展配电业务的途径。
1248,　　国家电网表示，公司已深入推进各项电力体制改革。目前，安徽、湖北、宁夏省级电网输配电价正式实施，北京、冀北等5个省级电网输配电价获得批复。国家级北京电力交易中心和26家省级电力交易中心建成并实现相对独立运作。
